,Entity_id,related_from,related_to_entity_id,related_to_term
7362,42,mass,43,lobe
7363,42,mass,44,liver
7364,65,abnormality,61,examination
7365,65,abnormality,64,ultrasound scan
7366,9,inguinal hernia,8,operation
7367,10,imaging examinations,9,chest
7368,100,bronchial stump,98,TRAM flap
7369,102,bronchial stump,103,bronchoscope
7370,13,squamous cell carcinoma,14,right upper lobe lung
7371,13,squamous cell carcinoma,15,cT3N2M0
7372,13,squamous cell carcinoma,16,stage IIIa
7373,18,etoposide,19,70
7374,18,etoposide,20,mg
7375,18,etoposide,21,45
7376,18,etoposide,22,mg/m2
7377,23,cisplatin,24,79
7378,23,cisplatin,25,mg
7379,23,cisplatin,26,50
7380,23,cisplatin,27,mg/m2
7381,35,tumor,36,hilum
7382,35,tumor,37,bronchus
7383,35,tumor,38,major vessels
7384,35,tumor,39,video-assisted thoracoscopic surgery
7385,35,tumor,40,intrapericardial pneumonectomy
7386,41,squamous cell carcinoma,42,T3N0M0
7387,41,squamous cell carcinoma,43,stage IIB
7388,45,cough,44,severe
7389,47,pain,46,chest
7390,49,white blood cells,50,"21,860"
7391,49,white blood cells,51,μL
7392,5,productive cough,4,severe
7393,53,C-reactive protein,52,elevated
7394,53,C-reactive protein,54,23.94
7395,53,C-reactive protein,55,mg/dL
7396,57,X-ray,56,Chest
7397,58,cavitary lesion,57,X-ray
7398,58,cavitary lesion,59,computed tomography
7399,60,pleural effusion,57,X-ray
7400,60,pleural effusion,59,computed tomography
7401,61,fluid collection,57,X-ray
7402,61,fluid collection,59,computed tomography
7403,62,mottled gas,57,X-ray
7404,62,mottled gas,63,hemithorax
7405,71,repair,72,bronchial stump
7406,76,harvested,75,flaps
7407,76,harvested,77,chest area
7408,79,injured,78,pedicle arteries
7409,79,injured,80,irradiation
7410,81,repair,82,bronchial stump
7411,84,exploratory thoracotomy,85,bronchial stump
7412,91,harvested,90,TRAM flap
7413,91,harvested,92,rectus abdominis
7414,95,tension,93,TRAM flap
7415,95,tension,97,pedicle
7416,96,kinking,93,TRAM flap
7417,96,kinking,97,pedicle
7418,99,chest wall,98,TRAM flap
7419,111,toxic effects,108,adjuvant conventional chemotherapy
7420,111,toxic effects,110,moderate
7421,118,paclitaxel liposome,120,135
7422,118,paclitaxel liposome,121,mg per square meter
7423,123,tegafur,124,1000
7424,123,tegafur,125,mg per square meter
7425,126,cis-platinum,127,75
7426,126,cis-platinum,128,mg per square meter
7427,130,leukopenia,129,moderate
7428,130,leukopenia,133,TPF chemotherapy
7429,139,Harbin,141,every 3 days
7430,14,lesions,9,physical examination
7431,145,CT,143,Chest
7432,145,CT,144,abdomen
7433,148,ECT,147,bone
7434,27,irregular mass,26,Endoscopic examination
7435,27,irregular mass,28,lower esophagus
7436,31,lesion,30,Fine needle biopsy
7437,32,esophageal melanoma,30,Fine needle biopsy
7438,36,computed tomography,34,chest
7439,36,computed tomography,35,abdomen
7440,37,CT,34,chest
7441,37,CT,35,abdomen
7442,41,emission,40,bone
7443,44,enlarged,42,computed tomography
7444,44,enlarged,43,ECT
7445,44,enlarged,45,mediastinal
7446,49,irregular pulmonary tumor,48,CT
7447,58,resection,59,esophageal
7448,61,lesions,58,resection
7449,61,lesions,59,esophageal
7450,61,lesions,60,pulmonary
7451,66,systemic dissection,67,lymph nodes
7452,66,systemic dissection,68,mediastinum
7453,66,systemic dissection,69,abdomen
7454,7,obstructive disease,8,upper digestive tract
7455,72,bleeding,71,operation
7456,72,bleeding,73,surgery
7457,76,melanin granules,75,abundant
7458,9,physical examination,10,skin
7459,9,physical examination,11,oral mucosa
7460,9,physical examination,12,eyes
7461,9,physical examination,13,genital areas
7462,92,resection,94,lymph nodes
7463,93,dissected,94,lymph nodes
7464,95,tumor,92,resection
7465,95,tumor,93,dissected
7466,95,tumor,94,lymph nodes
7467,12,prepregnancy weight,13,72
7468,12,prepregnancy weight,14,kg
7469,20,blood pressure,21,normal
7470,22,Examination,23,skin
7471,24,erythematous papules,22,Examination
7472,24,erythematous papules,23,skin
7473,25,urticarial plaques,22,Examination
7474,25,urticarial plaques,26,abdominal striae
7475,27,periumbilical sparing,22,Examination
7476,27,periumbilical sparing,26,abdominal striae
7477,28,lesions,29,legs
7478,28,lesions,30,buttocks
7479,3,itchy rash,4,abdomen
7480,35,pustules,34,vesicles
7481,41,symptoms,40,severe
7482,46,blood,45,intramuscular injection
7483,46,blood,47,buttock
7484,53,abscess formation,55,injection site
7485,54,hematoma,55,injection site
7486,6,eruption,7,buttocks
7487,6,eruption,8,legs
7488,9,itching,10,worse
7489,101,displacement,100,Pituitary stalk
7490,102,prolactin,103,119.08
7491,102,prolactin,104,μg/L
7492,102,prolactin,105,normal
7493,106,cortisol,107,677.1
7494,109,FT4,110,6.04
7495,109,FT4,111,normal
7496,113,FT3,114,2.09
7497,113,FT3,115,normal
7498,119,tumor,117,transnasal transsphenoidal surgery
7499,119,tumor,118,remove
7500,12,lesion,11,sellar region
7501,12,lesion,9,computed tomography (CT) scan
7502,120,compression,121,optic nerve
7503,122,tumor,123,sphenoid sinus
7504,122,tumor,125,sellar floor
7505,122,tumor,127,destroyed
7506,122,tumor,128,absorbed
7507,127,destroyed,124,bone
7508,127,destroyed,126,parasellar
7509,128,absorbed,124,bone
7510,128,absorbed,126,parasellar
7511,130,tumor,131,sellar turcica
7512,139,malignant melanoma,137,frozen-section examination
7513,14,melanoma,13,resection
7514,14,melanoma,15,heel
7515,14,melanoma,16,T2N0M0
7516,14,melanoma,17,ki67
7517,14,melanoma,18,Stage II
7518,149,tumor,152,HMB45
7519,149,tumor,153,Vimentin
7520,158,Ki67 index,159,3
7521,158,Ki67 index,160,%
7522,158,Ki67 index,161,5
7523,158,Ki67 index,162,%
7524,167,hepatic metastasis,166,lymph node
7525,174,FT4,175,normal
7526,178,lesions,177,liver
7527,180,discomfort,181,surgical intervention
7528,185,melanoma metastatic sites,186,skin
7529,185,melanoma metastatic sites,187,leg
7530,185,melanoma metastatic sites,188,knees
7531,185,melanoma metastatic sites,189,leg
7532,185,melanoma metastatic sites,190,groin
7533,185,melanoma metastatic sites,191,groin
7534,185,melanoma metastatic sites,192,leg
7535,20,recurred melanoma,19,resection
7536,20,recurred melanoma,22,T3N3M0
7537,20,recurred melanoma,23,Stage III
7538,20,recurred melanoma,24,lymphadenectomy
7539,200,symptoms,197,January
7540,200,symptoms,198,2017
7541,200,symptoms,199,worse
7542,201,sensory deficits,202,legs
7543,203,hyperalgesia,204,hands
7544,203,hyperalgesia,205,mouth
7545,27,temporal hemianopsia,26,physical examination
7546,30,Enlarged,31,lymph nodes
7547,30,Enlarged,32,groin
7548,38,intraocular pressure,39,15
7549,38,intraocular pressure,40,mm Hg
7550,46,maculopathy,47,eyes
7551,48,optic atrophy,47,eyes
7552,48,optic atrophy,49,eye
7553,50,Light reflex,53,normal
7554,51,eye movement,53,normal
7555,54,CT scans,55,brain parenchyma
7556,54,CT scans,56,orbital
7557,54,CT scans,57,chest
7558,54,CT scans,58,unremarkable
7559,59,CT scan,61,abdomen
7560,6,pain,5,eye
7561,60,ultrasound examination,61,abdomen
7562,60,ultrasound examination,63,retroperitoneal
7563,64,lymphadenectasis,59,CT scan
7564,64,lymphadenectasis,60,ultrasound examination
7565,64,lymphadenectasis,62,hepatic portal
7566,64,lymphadenectasis,63,retroperitoneal
7567,65,enlarged,59,CT scan
7568,65,enlarged,60,ultrasound examination
7569,65,enlarged,66,lobe
7570,65,enlarged,67,liver
7571,68,placeholder lesions,60,ultrasound examination
7572,68,placeholder lesions,67,liver
7573,69,Ultrasound examination,70,inguinal lymph nodes
7574,72,thickening,71,echo
7575,72,thickening,73,skin
7576,74,CT scan,75,sellar region
7577,76,crumby mass,74,CT scan
7578,76,crumby mass,75,sellar region
7579,76,crumby mass,77,sphenoid sinus
7580,79,destruction,74,CT scan
7581,79,destruction,78,bone
7582,81,mass,80,CT
7583,83,magnetic resonance imaging,82,Sellar region
7584,84,MRI,82,Sellar region
7585,85,mass,83,magnetic resonance imaging
7586,85,mass,84,MRI
7587,9,computed tomography (CT) scan,10,brain
7588,96,mass,97,internal carotid artery
7589,98,blurred,99,optic nerve
7590,106,MRI,105,brain
7591,107,tumor,106,MRI
7592,107,tumor,108,radically removed
7593,11,hypertension,12,angiotensin-converting enzyme inhibitors
7594,110,meningioma,109,paraffin histological examination
7595,113,dilated,112,pupils
7596,114,light reflex,115,sensitive
7597,116,neurological examination,117,unremarkable
7598,118,vital signs,119,stable
7599,122,GCS,123,8
7600,125,computerized tomography (CT) scan,126,brain
7601,127,abnormalities,125,computerized tomography (CT) scan
7602,130,swelling,125,computerized tomography (CT) scan
7603,130,swelling,128,severe
7604,130,swelling,129,brain
7605,131,intracranial hemorrhage,125,computerized tomography (CT) scan
7606,133,cerebral infarction,135,mannitol
7607,141,albumin,142,33
7608,141,albumin,143,g/L
7609,144,TBil,145,13.3
7610,144,TBil,146,μmol/L
7611,147,DBil,148,4.5
7612,147,DBil,149,μmol/L.
7613,15,magnetic resonance imaging,14,Plain and contrast-enhanced
7614,15,magnetic resonance imaging,17,head
7615,150,ALT,151,12
7616,150,ALT,152,U/L
7617,153,INR,155,1.01
7618,154,coagulation values,155,1.01
7619,16,MRI,14,Plain and contrast-enhanced
7620,16,MRI,17,head
7621,160,blood ammonia,161,elevated
7622,160,blood ammonia,162,181.6
7623,160,blood ammonia,163,μmol/L
7624,160,blood ammonia,164,normal
7625,167,fecal occult blood test,168,positive
7626,170,blood ammonia,169,elevated
7627,18,space-occupying lesion,15,magnetic resonance imaging
7628,18,space-occupying lesion,16,MRI
7629,18,space-occupying lesion,17,head
7630,18,space-occupying lesion,19,bifrontal lobe
7631,180,blood ammonia level,181,fluctuated
7632,180,blood ammonia level,182,144.8
7633,180,blood ammonia level,183,μmol/L
7634,191,blood VPA level,192,within the normal range
7635,194,VPA,193,stop
7636,202,GCS,203,15
7637,204,ammonia levels,206,decreased
7638,204,ammonia levels,207,normal
7639,205,blood,206,decreased
7640,205,blood,207,normal
7641,212,GCS,213,15
7642,23,mass,24,sagittal
7643,25,isointensity,26,T1-weighted image
7644,29,craniotomic meningioma,30,resection
7645,29,craniotomic meningioma,31,treatment
7646,37,x-rays,36,chest
7647,37,x-rays,39,normal
7648,38,electrocardiogram,39,normal
7649,40,albumin,41,36
7650,40,albumin,42,g/L
7651,43,total bilirubin,45,12.2
7652,43,total bilirubin,46,μmol/L
7653,44,TBil,45,12.2
7654,44,TBil,46,μmol/L
7655,47,direct bilirubin,49,4.1
7656,47,direct bilirubin,50,μmol/L.
7657,48,DBil,49,4.1
7658,48,DBil,50,μmol/L.
7659,51,Alanine transaminase,53,17
7660,51,Alanine transaminase,54,U/L
7661,52,ALT,53,17
7662,52,ALT,54,U/L
7663,57,coagulation values,58,1.02
7664,68,VPA,65,Five
7665,68,VPA,66,hundred
7666,68,VPA,67,milligrams
7667,68,VPA,69,twice per day
7668,75,blood supply,74,moderate
7669,79,VPA,77,800
7670,79,VPA,78,mg
7671,87,erosive-hemorrhagic gastritis,86,acute
7672,89,injury,88,craniotomy
7673,91,gastric acid secretion,90,omeprazole
7674,93,VPA,94,1200
7675,93,VPA,95,mg
7676,93,VPA,96,intravenously
7677,99,VPA,100,changed
7678,99,VPA,101,500
7679,99,VPA,102,mg
7680,99,VPA,103,oral
7681,99,VPA,104,twice a day
7682,101,toxicities,103,apatinib
7683,102,treatment,75,stopped
7684,16,MAP regimen,14,4 cycles
7685,16,MAP regimen,17,high-dose
7686,18,methotrexate,14,4 cycles
7687,18,methotrexate,17,high-dose
7688,19,cisplatin,14,4 cycles
7689,20,doxorubicin,14,4 cycles
7690,20,doxorubicin,17,high-dose
7691,23,mass,24,left upper crus area
7692,25,Tumor recurrence,26,biopsy
7693,3,pain,2,bone
7694,3,pain,4,leg
7695,31,replacement,30,hip joint
7696,35,toxicities,34,chemotherapy
7697,44,tightness,43,chest
7698,46,computed tomography,45,chest
7699,47,CT,45,chest
7700,49,pulmonary nodules,48,CT
7701,7,femoral tumor,8,bloc resection
7702,7,femoral tumor,9,reconstruction
7703,72,inflammatory hyperplasia,71,pathological examination
7704,72,inflammatory hyperplasia,73,lymph node
7705,76,wound,102,treatment
7706,80,lesions,102,treatment
7707,81,nodule,102,treatment
7708,84,lesions,102,treatment
7709,85,nodule,104,maintenance therapy
7710,85,nodule,99,treatment
7711,86,lesions,102,treatment
7712,88,lesions,102,treatment
7713,90,lesion,102,treatment
7714,91,lesion,102,treatment
7715,94,toxicities,102,treatment
7716,96,hand-foot syndrome,102,treatment
7717,96,hand-foot syndrome,103,apatinib
7718,1,exertional dyspnea,2,July
7719,1,exertional dyspnea,3,2010
7720,102,PaO2,103,63
7721,102,PaO2,104,mmHg
7722,105,oxygen saturation,106,93
7723,105,oxygen saturation,107,%
7724,110,obstructive dysfunction,109,mild
7725,110,obstructive dysfunction,111,pulmonary ventilation
7726,112,FEV1,114,62.06
7727,112,FEV1,115,%
7728,113,FVC,114,62.06
7729,113,FVC,115,%
7730,116,FEV1,117,%
7731,120,DLCO,121,42
7732,120,DLCO,122,%
7733,125,computed tomography,124,Chest
7734,127,thickening,125,computed tomography
7735,127,thickening,128,interlobular septa
7736,130,enlargement,131,mediastinal lymph nodes
7737,133,PAP,134,83/34/53
7738,133,PAP,135,mmHg
7739,136,PCWP,137,14-06-2011
7740,136,PCWP,138,mmHg
7741,141,Coronary angiography,143,normal
7742,142,CTPA,143,normal
7743,148,perfusion defects,144,pulmonary ventilation/perfusion
7744,148,perfusion defects,145,lung scan
7745,15,PAH,13,Echocardiography
7746,15,PAH,14,severe
7747,159,warfarin,158,stopped
7748,16,pulmonary arterial pressure,18,104
7749,16,pulmonary arterial pressure,19,mmHg
7750,168,pulmonary edema,169,therapy
7751,17,PAP,18,104
7752,17,PAP,19,mmHg
7753,172,dyspnea,173,exacerbated
7754,175,thrombus,174,CTPA
7755,175,thrombus,176,right main pulmonary artery
7756,180,dyspnea,179,medication
7757,185,PAH,184,severe
7758,189,transplantation,188,lung
7759,196,occlusion,195,pulmonary vein
7760,197,pulmonary embolism,198,pulmonary artery
7761,204,transplantation,203,lung
7762,207,enlarged,208,ventricle
7763,207,enlarged,209,heart
7764,21,enlarged,20,heart
7765,26,PAH,25,CTPA
7766,27,thrombus,25,CTPA
7767,27,thrombus,28,upper lobe artery
7768,27,thrombus,29,lung
7769,33,PAH,32,severe
7770,37,HIV test,38,+
7771,41,warfarin,42,2.5
7772,41,warfarin,43,mg
7773,41,warfarin,44,per day
7774,45,INR,46,1.5 and 2.5
7775,47,slidenafil,49,twice per day
7776,56,medications,57,6 months
7777,62,PAP,63,72/34/47
7778,62,PAP,64,mmHg
7779,65,pulmonary capillary wedge pressure,67,17-05-2010
7780,65,pulmonary capillary wedge pressure,68,mmHg
7781,66,PCWP,67,17-05-2010
7782,66,PCWP,68,mmHg
7783,69,cardiac output,70,4.3
7784,69,cardiac output,71,L/min
7785,7,cancer,6,lung
7786,72,cardiac ejection index,73,2.36
7787,72,cardiac ejection index,74,L/min/m2
7788,77,thrombus,76,CTPA
7789,77,thrombus,78,upper lobe artery
7790,77,thrombus,79,lung
7791,81,sildenafil,82,20
7792,81,sildenafil,83,mg
7793,81,sildenafil,84,3 times a day
7794,85,sorafenib,86,400
7795,85,sorafenib,87,mg
7796,85,sorafenib,88,once a day
7797,91,warfarin,90,oral
7798,93,INR,94,2 and 3
7799,96,PAP,98,95
7800,96,PAP,99,mmHg
7801,102,blood pressure,103,120/70
7802,102,blood pressure,104,mmHg
7803,109,dysfunction,108,Liver
7804,111,antitumor chemotherapy,112,six courses
7805,116,lesions,113,chemotherapy
7806,116,lesions,114,lung
7807,116,lesions,115,liver
7808,12,intrapulmonary metastasis,13,left lower lobe
7809,16,tumors,15,liver
7810,19,metastases,18,liver
7811,2,abnormal chest shadow,3,X-ray
7812,21,irregularly distorted,20,liver surface
7813,22,white blood cell count,23,"11,900"
7814,22,white blood cell count,24,/mm3
7815,25,hemoglobin,26,14.8
7816,25,hemoglobin,27,g/dL
7817,28,platelet count,29,"2,14,000"
7818,28,platelet count,30,/mm3
7819,31,aspartate transaminase,32,31
7820,31,aspartate transaminase,33,IU/L
7821,34,alanine transaminase,35,19
7822,34,alanine transaminase,36,IU/L
7823,37,lactate dehydrogenase,39,749
7824,37,lactate dehydrogenase,40,IU/L.
7825,38,LDH,39,749
7826,38,LDH,40,IU/L.
7827,43,tumor,42,histological examination
7828,43,tumor,44,bronchoscopy
7829,45,small cell carcinoma,42,histological examination
7830,45,small cell carcinoma,44,bronchoscopy
7831,47,cisplatin,48,60
7832,47,cisplatin,49,mg/m2
7833,51,etoposide,52,100
7834,51,etoposide,53,mg/m2
7835,6,computed tomography (CT) scan,10,hilum
7836,6,computed tomography (CT) scan,11,mediastinum
7837,6,computed tomography (CT) scan,8,left upper lobe
7838,62,anemia,60,hematological examination
7839,62,anemia,61,severe
7840,63,hemoglobin,64,6.7
7841,63,hemoglobin,65,g/dL
7842,66,bleeding,67,gastrointestinal endoscopy
7843,69,enlargement,68,CT scan
7844,69,enlargement,70,liver
7845,7,mass,10,hilum
7846,7,mass,11,mediastinum
7847,7,mass,6,computed tomography (CT) scan
7848,7,mass,8,left upper lobe
7849,71,tumor,68,CT scan
7850,71,tumor,70,liver
7851,71,tumor,72,lobe
7852,71,tumor,73,scan
7853,77,CT image,78,negative
7854,80,angiography,81,hepatic arteries
7855,82,tumor vessels,83,hepatic lobe
7856,88,therapeutic embolization,89,hepatic artery
7857,91,transcatheter arterial embolization,93,left main hepatic artery
7858,92,TAE,93,left main hepatic artery
7859,94,re-bleeding,90,angiography
7860,94,re-bleeding,91,transcatheter arterial embolization
7861,94,re-bleeding,92,TAE
7862,94,re-bleeding,93,left main hepatic artery
7863,10,abdominal pain,8,Esophagogastroduodenoscopy
7864,108,vascular mass,105,Magnetic resonance cholangio-pancreatography
7865,108,vascular mass,110,gastric lesser curvature
7866,108,vascular mass,111,pancreatic body
7867,11,esophageal varices,8,Esophagogastroduodenoscopy
7868,11,esophageal varices,9,EGD
7869,12,gastric varices,8,Esophagogastroduodenoscopy
7870,12,gastric varices,9,EGD
7871,121,vascular mass,119,Abdominal ultrasound
7872,121,vascular mass,120,Doppler studies
7873,13,portal hypertensive gastropathy,8,Esophagogastroduodenoscopy
7874,13,portal hypertensive gastropathy,9,EGD
7875,14,GI lesions,8,Esophagogastroduodenoscopy
7876,14,GI lesions,9,EGD
7877,15,blood pressure,16,100/60
7878,15,blood pressure,17,mm Hg
7879,18,pulse,19,60
7880,18,pulse,20,beats/min
7881,26,epigastric tenderness,24,abdomen
7882,26,epigastric tenderness,25,mild
7883,27,rebound tenderness,24,abdomen
7884,28,abdominal bruit,24,abdomen
7885,29,pulsatile abdominal mass,24,abdomen
7886,31,melena,30,Rectal examination
7887,32,hemoglobin,33,12.5
7888,32,hemoglobin,34,g/dL
7889,35,platelets,36,"3,01,000"
7890,35,platelets,37,/mL
7891,38,INR,40,1
7892,39,international normalized ratio,40,1
7893,41,blood urea nitrogen,42,20
7894,41,blood urea nitrogen,43,mg/dL
7895,44,creatinine,45,1.1
7896,44,creatinine,46,mg/dL
7897,47,Serum aspartate aminotransferase,48,21
7898,47,Serum aspartate aminotransferase,49,IU/L
7899,5,disease,4,liver
7900,50,alanine aminotransferase,51,16
7901,50,alanine aminotransferase,52,IU/L
7902,53,total bilirubin,54,0.6
7903,53,total bilirubin,55,mg/dL
7904,56,alkaline phosphatase,57,64
7905,56,alkaline phosphatase,58,IU/L
7906,59,albumin,60,4.4
7907,59,albumin,61,gm/dL
7908,62,lipase,63,32
7909,62,lipase,64,U/dL
7910,65,hemoglobin,66,declined
7911,65,hemoglobin,67,9.3
7912,65,hemoglobin,68,g/dL
7913,70,computerized tomography,72,with intravenous contrast
7914,71,CT,72,with intravenous contrast
7915,76,mass,70,computerized tomography
7916,76,mass,71,CT
7917,76,mass,74,pancreatic
7918,76,mass,75,peripancreatic
7919,76,mass,78,lesser curvature
7920,85,EGD,86,stomach
7921,90,blood clots,91,stomach
7922,95,varices,92,gastric
7923,95,varices,93,cardial
7924,95,varices,94,fundal
7925,10,hypoxemia,9,severe
7926,11,pH,12,7.362
7927,13,PCO2,14,35.1
7928,22,BE,23,5.5
7929,22,BE,24,mmHg
7930,25,SpO2,26,90.5
7931,25,SpO2,27,%
7932,3,bronchial asthma,4,bronchodilator medications
7933,31,bright-red blood,32,aspirated
7934,34,radiograph,33,chest
7935,35,infiltrates,34,radiograph
7936,37,CT,36,chest
7937,38,consolidations,37,CT
7938,39,ground glass opacity,37,CT
7939,40,bronchiectasis,37,CT
7940,40,bronchiectasis,41,S4
7941,43,hemorrhaging,45,extubated
7942,50,CT,49,contrast-enhanced
7943,51,bronchiectasis,50,CT
7944,51,bronchiectasis,52,S4
7945,54,CTA,56,right inferior phrenic artery
7946,54,CTA,57,right pulmonary artery
7947,55,abnormal vascular anastomosis,56,right inferior phrenic artery
7948,55,abnormal vascular anastomosis,57,right pulmonary artery
7949,58,bronchiectasis,54,CTA
7950,58,bronchiectasis,59,right middle lobe
7951,61,embolization,63,right inferior phrenic artery
7952,62,superselecting,63,right inferior phrenic artery
7953,63,right inferior phrenic artery,64,2.2-Fr. microcatheter
7954,65,angiogram,66,right bronchial artery
7955,67,bleeding,65,angiogram
7956,67,bleeding,66,right bronchial artery
7957,10,allograft dysfunction,7,retransplantation
7958,10,allograft dysfunction,8,chronic
7959,10,allograft dysfunction,9,lung
7960,12,sputum specimens,13,negative
7961,2,cystic fibrosis,1,double lung transplantation
7962,21,nodules,19,chest-computerized tomography (CT) scan
7963,21,nodules,22,apical posterior lobes
7964,27,PCR,26,positive
7965,28,rifampicin-susceptible M. tuberculosis,24,bronchoalveolar lavage
7966,37,imipenem-cilastatin,38,3
7967,39,Histological examination,40,lung
7968,41,biopsy,40,lung
7969,43,granuloma,39,Histological examination
7970,43,granuloma,41,biopsy
7971,43,granuloma,42,retransplantation
7972,44,necrosis,39,Histological examination
7973,44,necrosis,41,biopsy
7974,44,necrosis,42,retransplantation
7975,49,hypoxemia,48,severe
7976,52,cathecolamines,51,high dose
7977,54,died,55,treatment
7978,54,died,57,rifampicin
7979,54,died,58,ethambutol
7980,54,died,59,pyrazinamide
7981,62,BALs,63,21
7982,62,BALs,64,negative
7983,68,disease,67,lung
7984,71,alcohol use,70,chronic
7985,75,CT-scan,74,lung
7986,82,biopsy,81,lung
7987,88,biopsies,87,lung
7988,90,transplanted,89,kidneys
7989,93,symptoms,92,kidney
7990,10,alveolar infiltrates,6,Thoracic physical examination
7991,10,alveolar infiltrates,9,X-ray
7992,103,Epididymitis,104,ultrasound
7993,106,glomerular filtration rate,107,35
7994,106,glomerular filtration rate,108,mL/min
7995,110,intracapillary and extracapillary proliferation,109,renal biopsy
7996,114,computed tomography-scan,113,Lung
7997,116,alveolar hemorrhage relapse,114,computed tomography-scan
7998,116,alveolar hemorrhage relapse,115,fiberoptic bronchoscopy
7999,119,methylprednisolone,118,high-dose
8000,119,methylprednisolone,120,1
8001,119,methylprednisolone,121,g
8002,119,methylprednisolone,122,daily
8003,119,methylprednisolone,123,for 3 consecutive days
8004,124,rituximab,125,375
8005,124,rituximab,126,mg/m2
8006,124,rituximab,127,weekly
8007,124,rituximab,128,for 4 weeks
8008,13,proteins,11,elevation
8009,13,proteins,12,acute-phase
8010,132,azathioprine,133,150
8011,132,azathioprine,134,mg
8012,132,azathioprine,135,daily
8013,136,prednisone,137,15
8014,136,prednisone,138,mg
8015,136,prednisone,139,daily
8016,14,CRP,15,26
8017,14,CRP,16,mg/dL
8018,140,Renal function,141,improved
8019,142,glomerular filtration rate,143,94
8020,146,pH,147,7.42
8021,154,HCO3,155,23
8022,154,HCO3,156,mmol/L
8023,157,SaO2,158,95
8024,157,SaO2,159,%
8025,17,creatinine,18,1.2
8026,17,creatinine,19,mg/dL
8027,23,community acquired and atypical pneumoniae,22,antibiotic therapy
8028,23,community acquired and atypical pneumoniae,24,levofloxacin
8029,24,levofloxacin,25,500
8030,24,levofloxacin,26,mg
8031,24,levofloxacin,27,daily
8032,24,levofloxacin,28,iv
8033,29,respiratory failure,31,ventilation
8034,29,respiratory failure,32,intubated
8035,34,consolidations,33,White lung
8036,34,consolidations,36,computed tomography scan
8037,38,bleeding,36,computed tomography scan
8038,38,bleeding,37,airways
8039,38,bleeding,39,fiberoptic bronchoscopy
8040,41,normocytic anemia,40,mild
8041,42,ANCA-PR3,43,18.9
8042,45,pH,46,7.33
8043,47,PaO2,48,71
8044,50,PaCO2,51,51
8045,53,HCO3,54,25
8046,53,HCO3,55,mmol/L
8047,56,SaO2,58,%
8048,63,methylprednisolone,62,high-dose
8049,63,methylprednisolone,64,1
8050,63,methylprednisolone,65,g
8051,63,methylprednisolone,66,daily
8052,63,methylprednisolone,67,for 3 days
8053,63,methylprednisolone,68,1
8054,63,methylprednisolone,69,mg/kg
8055,63,methylprednisolone,70,daily
8056,7,reduced vesicular murmur,6,Thoracic physical examination
8057,71,cyclophosphamide,74,every 2 weeks
8058,71,cyclophosphamide,76,every 3 weeks
8059,82,ANCA-PR3 levels,83,normalized
8060,85,cyclophosphamide,84,bolus
8061,85,cyclophosphamide,88,mg/kg/day
8062,86,prednisone,84,bolus
8063,86,prednisone,87,0.3
8064,86,prednisone,88,mg/kg/day
8065,9,X-ray,8,chest
8066,96,renal function,95,worsening
8067,98,anemia,97,mild
8068,1,abdominal pain,2,right upper quadrant
8069,11,tenderness,12,right upper quadrant
8070,13,total leukocyte count,14,11.2
8071,13,total leukocyte count,15,G/L
8072,18,eosinophils,16,5.2
8073,18,eosinophils,17,%
8074,19,Serum and urine amylase,20,386
8075,19,Serum and urine amylase,21,928
8076,19,Serum and urine amylase,22,U/L
8077,24,total bilirubin,25,23.2
8078,24,total bilirubin,26,μm/L
8079,27,hepatic enzymes,28,elevated
8080,29,alanine aminotransferase,30,163
8081,29,alanine aminotransferase,31,U/L
8082,32,aspartate aminotransferase,33,96
8083,32,aspartate aminotransferase,34,U/L
8084,36,enlargement,35,Abdominal ultrasound
8085,36,enlargement,37,gallbladder
8086,36,enlargement,38,common bile duct
8087,36,enlargement,39,intrahepatic bile duct
8088,43,infection,42,biliary duct
8089,45,enlarged,46,gallbladder
8090,45,enlarged,47,common bile duct
8091,48,storage of worms,49,biliary tract
8092,50,incision,51,common bile duct
8093,53,pathogenic worms,52,extraction
8094,56,chodedochoscopy,58,biliary system
8095,57,worms,58,biliary system
8096,62,incision,61,biliary duct
8097,66,worms,67,common bile duct
8098,69,antihelminthic drugs,68,oral
8099,69,antihelminthic drugs,70,for 3 days
8100,7,fever,6,low-grade
8101,72,saline,73,every day
8102,107,lesions,104,Echolaser
8103,107,lesions,105,ESAOTE
8104,11,cancer,10,liver
8105,110,lesion,109,ultrasonography
8106,111,hyperechoic zone,109,ultrasonography
8107,114,abnormal residual,115,pancreatic head
8108,139,retroperitoneal mass,138,CT image
8109,14,cancer,13,lung
8110,16,metastasis,15,liver
8111,18,tumor,17,examination
8112,18,tumor,19,duodenum
8113,18,tumor,20,pancreas
8114,18,tumor,21,stomach
8115,18,tumor,22,hepatic portal vein
8116,26,HBV-related cirrhosis,25,chronic
8117,27,lamivudine,28,100
8118,27,lamivudine,29,mg
8119,27,lamivudine,30,qd
8120,31,adefovir dipivoxil,32,10
8121,31,adefovir dipivoxil,33,mg
8122,31,adefovir dipivoxil,34,qd
8123,31,adefovir dipivoxil,35,for 6 years
8124,36,body temperature,37,37
8125,39,blood pressure,40,148/96
8126,39,blood pressure,41,mm Hg
8127,4,resection,3,liver
8128,42,pulse,43,77
8129,42,pulse,44,beats every minute
8130,49,tumor markers,50,normal
8131,49,tumor markers,58,6.1
8132,49,tumor markers,59,U/mL
